_id	type	street	neighborhood	council_district
3349	Crosswalk - Two Lined	MCCANDLESS AVE	Upper Lawrenceville	7
3350	Crosswalk - Two Lined	BROADWAY AVE	Beechview	2
3351	Crosswalk - Ladder	BROADWAY AVE	Beechview	4
3352	Crosswalk - Two Lined	BROADWAY AVE	Beechview	4
3353	Crosswalk - Ladder	PAULINE AVE	Beechview	4
3354	Crosswalk - Two Lined	SHIRAS AVE	Beechview	4
3355	Crosswalk - Two Lined	SHIRAS AVE	Beechview	4
3356	Crosswalk - Two Lined	SHIRAS AVE	Beechview	4
3357	Crosswalk - Two Lined	VODELI ST	Beechview	4
3358	Crosswalk - Two Lined	PAULINE AVE	Beechview	4
3359	Crosswalk - Two Lined	BELASCO AVE	Beechview	4
3360	Crosswalk - Two Lined	BUTLER ST	Upper Lawrenceville	7
3361	Crosswalk - Two Lined	REALTY AVE	Beechview	4
3362	Crosswalk - Two Lined	COAST AVE	Beechview	4
3363	Crosswalk - Two Lined	COAST AVE	Beechview	4
3364	Crosswalk - Two Lined	COAST AVE	Beechview	4
3365	Crosswalk - Two Lined	ALVERADO AVE	Beechview	4
3366	Crosswalk - Two Lined	DAGMAR AVE	Beechview	4
3367	Crosswalk - Two Lined	DAGMAR AVE	Beechview	4
3368	Crosswalk - Two Lined	DAGMAR AVE	Beechview	4
3369	Crosswalk - Two Lined	FALLOWFIELD AVE	Beechview	4
3370	Crosswalk - Two Lined	SEBRING AVE	Beechview	4
3371	Crosswalk - Two Lined	MCCANDLESS AVE	Upper Lawrenceville	7
3372	Crosswalk - Two Lined	SEBRING AVE	Beechview	4
3373	Crosswalk - Two Lined	SEBRING AVE	Beechview	4
3374	Crosswalk - Two Lined	SEBRING AVE	Beechview	4
3375	Crosswalk - Two Lined	SEBRING AVE	Beechview	4
3376	Crosswalk - Two Lined	ROCKLAND AVE	Beechview	4
3377	Crosswalk - Two Lined	ROCKLAND AVE	Beechview	4
3378	Crosswalk - Two Lined	ROCKLAND AVE	Beechview	4
3379	Crosswalk - Two Lined	ALTON ST	Beechview	4
3380	Crosswalk - Two Lined	BAYONNE AVE	Beechview	4
3381	Crosswalk - Two Lined	TROPICAL AVE	Beechview	4
3382	Crosswalk - Two Lined	BUTLER ST	Upper Lawrenceville	7
3383	Crosswalk - Two Lined	TROPICAL AVE	Beechview	4
3384	Crosswalk - Two Lined	ANDICK WAY	Beechview	4
3385	Crosswalk - Two Lined	BEECHVIEW AVE	Beechview	4
3386	Crosswalk - Two Lined	BEECHVIEW AVE	Beechview	4
3387	Crosswalk - Two Lined	HAMPSHIRE AVE	Beechview	4
3388	Crosswalk - Two Lined	HAMPSHIRE AVE	Beechview	4
3389	Crosswalk - Two Lined	BROADWAY AVE	Beechview	4
3390	Crosswalk - Two Lined	S MAIN ST	Duquesne Heights	2
3391	Crosswalk - Two Lined	S MAIN ST	Duquesne Heights	2
3392	Crosswalk - Two Lined	P J MCARDLE RDWY	South Side Slopes	3
3393	Crosswalk - Two Lined	MCCANDLESS AVE	Upper Lawrenceville	7
3394	Crosswalk - Two Lined	LA MOINE ST	Brookline	4
3395	Crosswalk - Two Lined	BAYONNE AVE	Beechview	4
3396	Crosswalk - Two Lined	BEECHVIEW AVE	Beechview	4
3397	Crosswalk - Two Lined	BEECHVIEW AVE	Beechview	4
3398	Crosswalk - Ladder	MCKEAN ST	South Shore	3
3399	Crosswalk - Ladder	S 2ND ST	South Shore	3
3400	Crosswalk - Ladder	S 2ND ST	South Shore	3
3401	Crosswalk - Brick and Markings	NINTH ST	Central Business District	6
3402	Crosswalk - Two Lined	AUBURN ST	Larimer	9
3403	Crosswalk - Two Lined	RIPPEY ST	East Liberty	9
3404	Crosswalk - Two Lined	CARNEGIE ST	Upper Lawrenceville	7
3405	Crosswalk - Ladder	N HIGHLAND AVE	East Liberty	9
3406	Crosswalk - Ladder	N HIGHLAND AVE	East Liberty	9
3407	Crosswalk - Two Lined	KALIDA DR	East Liberty	9
3408	Crosswalk - Two Lined	PRINCETON PL	East Liberty	9
3409	Crosswalk - Two Lined	N PACIFIC AVE	Garfield	9
3410	Crosswalk - Two Lined	S PACIFIC AVE	Bloomfield	7
3411	Crosswalk - Two Lined	PENN AVE	Garfield	9
3412	Crosswalk - Two Lined	CARROLL ST	Bloomfield	7
3413	Crosswalk - Two Lined	ROUP AVE	Friendship	7
3414	Crosswalk - Two Lined	UNIVERSITY C DR	North Oakland	8
3415	Crosswalk - Two Lined	MCCANDLESS AVE	Upper Lawrenceville	7
3416	Crosswalk - Ladder	ROBINSON ST	Terrace Village	6
3417	Crosswalk - Two Lined	REED ST	Middle Hill	6
3418	Crosswalk - Two Lined	BRACKENRIDGE ST	Terrace Village	6
3419	Crosswalk - Continental	BIRMINGHAM BRG RAMP	South Oakland	6
3420	Crosswalk - Continental	BIRMINGHAM BRG RAMP	Bluff	6
3421	Crosswalk - Continental	MOULTRIE ST	West Oakland	6
3422	Crosswalk - Two Lined	FORT PITT BLVD	Central Business District	6
3423	Crosswalk - Two Lined	FORT PITT BLVD	Central Business District	6
3424	Crosswalk - Two Lined	SMITHFIELD ST BRG	Central Business District	6
3425	Crosswalk - Two Lined	FORT PITT BLVD	Central Business District	6
3426	Crosswalk - Two Lined	CARNEGIE ST	Upper Lawrenceville	7
3427	Crosswalk - Two Lined	FORT PITT BLVD	Central Business District	6
3428	Crosswalk - Continental	CHESTNUT ST	East Allegheny	1
3429	Crosswalk - Two Lined	TRIPOLI ST	East Allegheny	1
3430	Crosswalk - Two Lined	NORWOOD AVE	Perry North	1
3431	Crosswalk - Two Lined	DUNLAP ST	Perry North	1
3432	Crosswalk - Two Lined	BONVUE ST	Perry North	1
3433	Crosswalk - Two Lined	FALCK AVE	Brighton Heights	1
3434	Crosswalk - Two Lined	BRIGHTON RD	Perry South	6
3435	Crosswalk - Two Lined	DIVINITY ST	Perry South	6
3436	Crosswalk - Two Lined	LANGLEY ST	Perry South	6
3437	Crosswalk - Ladder	PENN AVE	Strip District	7
3438	Crosswalk - Two Lined	HOLMES ST	Upper Lawrenceville	7
3439	Crosswalk - Two Lined	CLAYTON AVE	Perry South	6
3440	Crosswalk - Two Lined	CLAYTON AVE	Perry South	6
3441	Crosswalk - Two Lined	UNIVERSITY AVE	Perry South	6
3442	Crosswalk - Two Lined	WINDSOR ST	Greenfield	5
3443	Crosswalk - Two Lined	TILBURY AVE	Squirrel Hill South	5
3444	Crosswalk - Two Lined	MARLBOROUGH RD	Squirrel Hill North	5
3445	Crosswalk - Continental	PANTHER HOLLOW RD	Squirrel Hill South	5
3446	Crosswalk - Continental	FRANK CURTO DR	Squirrel Hill South	5
3447	Crosswalk - Two Lined	DEVONSHIRE ST	Shadyside	8
3448	Crosswalk - Two Lined	DEVONSHIRE ST	Shadyside	8
3449	Crosswalk - Two Lined	MCCANDLESS AVE	Upper Lawrenceville	7
3450	Crosswalk - Two Lined	HARVARD SQ	East Liberty	9
3451	Crosswalk - Two Lined	JANCEY ST	Morningside	7
3452	Crosswalk - Two Lined	THOMAS BLVD	Point Breeze North	9
3453	Crosswalk - Two Lined	THOMAS BLVD	Point Breeze North	9
3454	Crosswalk - Two Lined	PUTNAM ST	Larimer	9
3455	Crosswalk - Two Lined	MCNEILLY RD		
3456	Crosswalk - Two Lined	N MEADOWCROFT AVE	Banksville	2
3457	Crosswalk - Two Lined	CALLE AVE	Bon Air	4
3458	Crosswalk - Two Lined	ZARA ST	Knoxville	3
3459	Crosswalk - Two Lined	AMANDA ST	Knoxville	3
3460	Crosswalk - Two Lined	HOLMES ST	Upper Lawrenceville	7
3461	Crosswalk - Two Lined	TECHNOLOGY DR	South Oakland	6
3462	Crosswalk - Two Lined	TECHNOLOGY DR	South Oakland	6
3463	Crosswalk - Two Lined	TECHNOLOGY DR	South Oakland	3
3464	Crosswalk - Two Lined	TECHNOLOGY DR	South Oakland	3
3465	Crosswalk - Two Lined	TECHNOLOGY DR	South Oakland	3
3466	Crosswalk - Two Lined	TECHNOLOGY DR	South Oakland	3
3467	Crosswalk - Two Lined	TECHNOLOGY DR	South Oakland	3
3468	Crosswalk - Two Lined	TECHNOLOGY DR	South Oakland	3
3469	Crosswalk - Two Lined	TECHNOLOGY DR	South Oakland	3
3470	Crosswalk - Two Lined	WARD ST	South Oakland	3
3471	Crosswalk - Two Lined	MCCANDLESS AVE	Stanton Heights	9
3472	Crosswalk - Two Lined	DAWSON ST	South Oakland	3
3473	Crosswalk - Two Lined	BRYN MAWR RD	Upper Hill	6
3474	Crosswalk - Two Lined	30TH ST	Polish Hill	7
3475	Crosswalk - Two Lined	LIBERTY AVE	Strip District	7
3476	Crosswalk - Two Lined	LIBERTY AVE	Strip District	7
3477	Crosswalk - Two Lined	25TH ST	Strip District	7
3478	Crosswalk - Two Lined	SMALLMAN ST	Strip District	7
3479	Crosswalk - Two Lined	SMALLMAN ST	Strip District	7
3480	Crosswalk - Two Lined	26TH ST	Strip District	7
3481	Crosswalk - Two Lined	26TH ST	Strip District	7
3482	Crosswalk - Two Lined	STANTON AVE	Stanton Heights	9
3483	Crosswalk - Continental	29TH ST	Polish Hill	7
3484	Crosswalk - Ladder	17TH ST	Strip District	7
3485	Crosswalk - Two Lined	12TH ST	Strip District	7
3486	Crosswalk - Two Lined	CRAWFORD ST	Crawford-Roberts	6
3487	Crosswalk - Two Lined	CRAWFORD ST	Crawford-Roberts	6
3488	Crosswalk - Two Lined	HYMAN PL	Terrace Village	6
3489	Crosswalk - Two Lined	OAKHILL ST	Terrace Village	6
3490	Crosswalk - Two Lined	OAKHILL ST	Terrace Village	6
3491	Crosswalk - Two Lined	OAKHILL ST	Terrace Village	6
3492	Crosswalk - Two Lined	OAKHILL ST	Terrace Village	6
3493	Crosswalk - Two Lined	STANTON CT E	Stanton Heights	7
3494	Crosswalk - Two Lined	OAKHILL ST	Terrace Village	6
3495	Crosswalk - Two Lined	BURROWS ST	Terrace Village	6
3496	Crosswalk - Two Lined	BURROWS ST	Terrace Village	6
3497	Crosswalk - Two Lined	BURROWS ST	Terrace Village	6
3498	Crosswalk - Two Lined	BURROWS ST	Terrace Village	6
3499	Crosswalk - Two Lined	BURROWS ST	Terrace Village	6
3500	Crosswalk - Two Lined	ECKSTEIN PL	Terrace Village	6
3501	Crosswalk - Two Lined	BENTLEY DR	Terrace Village	6
3502	Crosswalk - Two Lined	BENTLEY DR	Terrace Village	6
3503	Crosswalk - Two Lined	BENTLEY DR	Terrace Village	6
3504	Crosswalk - Two Lined	STANTON AVE	Stanton Heights	9
3505	Crosswalk - Two Lined	JAMAL PL	Terrace Village	6
3506	Crosswalk - Two Lined	JAMAL PL	Terrace Village	6
3507	Crosswalk - Two Lined	WHIPPLE ST	Swisshelm Park	5
3508	Crosswalk - Two Lined	POCONO ST	Swisshelm Park	5
3509	Crosswalk - Two Lined	CRUCIBLE ST	Crafton Heights	2
3510	Crosswalk - Two Lined	CRUCIBLE ST	Elliott	2
3511	Crosswalk - Two Lined	AMHERST ST	Elliott	2
3512	Crosswalk - Two Lined	CRUCIBLE ST	Crafton Heights	2
3513	Crosswalk - Two Lined	CRUCIBLE ST	Crafton Heights	2
3514	Crosswalk - Two Lined	MERLE ST	Windgap	2
3515	Crosswalk - Two Lined	COLERIDGE ST	Stanton Heights	9
3516	Crosswalk - Two Lined	WARFLE ST	Windgap	2
3517	Crosswalk - Two Lined	ASHLYN ST	Sheraden	2
3518	Crosswalk - Two Lined	SHERWOOD AVE	Sheraden	2
3519	Crosswalk - Two Lined	LANDIS ST	Sheraden	2
3520	Crosswalk - Two Lined	SHERADEN BLVD	Sheraden	2
3521	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
3522	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
3523	Crosswalk - Two Lined	SIDNEY ST	South Side Flats	3
3524	Crosswalk - Two Lined	SIDNEY ST	South Side Flats	3
3525	Crosswalk - Two Lined	HOT METAL ST	South Side Flats	3
3526	Crosswalk - Two Lined	ORANMORE ST	Stanton Heights	9
3527	Crosswalk - Two Lined	HOT METAL ST	South Side Flats	3
3528	Crosswalk - Two Lined	SALINE ST	Greenfield	5
3529	Crosswalk - Ladder	COPELAND ST	Shadyside	8
3530	Crosswalk - Two Lined	FILBERT ST	Shadyside	8
3531	Crosswalk - Two Lined	FILBERT ST	Shadyside	8
3532	Crosswalk - Two Lined	EMERSON ST	Shadyside	8
3533	Crosswalk - Two Lined	EMERSON ST	Shadyside	8
3534	Crosswalk - Two Lined	EMERSON ST	Shadyside	8
3535	Crosswalk - Two Lined	EMERSON ST	Shadyside	8
3536	Crosswalk - Two Lined	HAMLET ST	South Oakland	6
3537	Crosswalk - Two Lined	BRINTELL ST	Stanton Heights	9
3538	Crosswalk - Two Lined	CRAFT PL	South Oakland	6
3539	Crosswalk - Two Lined	OPHELIA ST	South Oakland	6
3540	Crosswalk - Two Lined	OPHELIA ST	South Oakland	6
3541	Crosswalk - Two Lined	EULER WAY	Central Oakland	3
3542	Crosswalk - Two Lined	EULER WAY	Central Oakland	3
3543	Crosswalk - Two Lined	EULER WAY	Central Oakland	3
3544	Crosswalk - Two Lined	EULER WAY	Central Oakland	3
3545	Crosswalk - Two Lined	EULER WAY	Central Oakland	6
3546	Crosswalk - Two Lined	CRAFT AVE	South Oakland	6
3547	Crosswalk - Two Lined	MCDEVITT PL	South Oakland	6
3548	Crosswalk - Ladder	22ND ST	Strip District	7
3549	Crosswalk - Two Lined	ORANMORE ST	Stanton Heights	9
3550	Crosswalk - Two Lined	MCDEVITT PL	South Oakland	6
3551	Crosswalk - Two Lined	MCDEVITT PL	South Oakland	6
3552	Crosswalk - Two Lined	MCDEVITT PL	South Oakland	6
3553	Crosswalk - Continental	CRAFT AVE	South Oakland	6
3554	Crosswalk - Two Lined	SYLVAN AVE	Hazelwood	5
3555	Crosswalk - Two Lined	PARKVIEW AVE	Central Oakland	3
3556	Crosswalk - Two Lined	PARKVIEW AVE	Central Oakland	3
3557	Crosswalk - Two Lined	OAKLAND SQ	Central Oakland	3
3558	Crosswalk - Two Lined	RIVER AVE	Troy Hill	1
3559	Crosswalk - Two Lined	MEYRAN AVE	Central Oakland	3
3560	Crosswalk - Two Lined	SOMERVILLE ST	Stanton Heights	9
3561	Crosswalk - Two Lined	STRATMORE ST	Crafton Heights	2
3562	Crosswalk - Two Lined	STEUBEN ST		2
3563	Crosswalk - Two Lined	POPLAR ST	Westwood	2
3564	Crosswalk - Two Lined	CHESSLAND ST	Westwood	2
3565	Crosswalk - Two Lined	FULTON ST	Manchester	6
3566	Crosswalk - Two Lined	DECATUR ST	Manchester	6
3567	Crosswalk - Two Lined	SHEFFIELD ST	Manchester	6
3568	Crosswalk - Two Lined	FULTON ST	Manchester	6
3569	Crosswalk - Two Lined	MUNICIPAL COURTS DR	Central Business District	6
3570	Crosswalk - Two Lined	41ST ST	Central Lawrenceville	7
3571	Crosswalk - Continental	MORNINGSIDE AVE	Morningside	7
3572	Crosswalk - Two Lined		Central Lawrenceville	7
3573	Crosswalk - Two Lined	47TH ST	Central Lawrenceville	7
3574	Crosswalk - Two Lined	PLUMMER ST	Central Lawrenceville	7
3575	Crosswalk - Two Lined	FOSTER ST	Central Lawrenceville	7
3576	Crosswalk - Two Lined	43RD ST	Central Lawrenceville	7
3577	Crosswalk - Ladder	CABOT WAY	South Side Flats	3
3578	Crosswalk - Ladder	MCKEAN ST	South Shore	3
3579	Crosswalk - Two Lined	FORBES AVE	Squirrel Hill South	5
3580	Crosswalk - Two Lined	BARNSDALE ST	Squirrel Hill North	8
3581	Crosswalk - Continental	HAMPTON ST	Morningside	7
3582	Crosswalk - Two Lined	BROWNSVILLE RD	Knoxville	3
3583	Crosswalk - Two Lined	LEGION WAY	Perry South	6
3584	Crosswalk - Continental	MORNINGSIDE AVE	Morningside	7
3585	Crosswalk - Two Lined	MAPLE AVE	Perry South	6
3586	Crosswalk - Two Lined	SUFFOLK ST	Perry South	6
3587	Crosswalk - Two Lined	MARTINDALE ST	North Shore	1
3588	Crosswalk - Two Lined	HARBISON ST	Brighton Heights	1
3589	Crosswalk - Two Lined	HARBISON ST	Brighton Heights	1
3590	Crosswalk - Two Lined	VIRUTH ST	Brighton Heights	1
3591	Crosswalk - Two Lined	CHISLETT ST	Morningside	7
3592	Crosswalk - Two Lined	42ND ST	Central Lawrenceville	7
3593	Crosswalk - Two Lined	42ND ST	Central Lawrenceville	7
3594	Crosswalk - Continental	42ND ST	Central Lawrenceville	7
3595	Crosswalk - Two Lined	JANCEY ST	Morningside	7
3596	Crosswalk - Two Lined	ELMER ST	Shadyside	8
3597	Crosswalk - Two Lined	N AIKEN AVE	Garfield	9
3598	Crosswalk - Two Lined	KINCAID ST	Garfield	9
3599	Crosswalk - Two Lined	KINCAID ST	Garfield	9
3600	Crosswalk - Two Lined	KINCAID ST	Garfield	9
3601	Crosswalk - Two Lined	N GRAHAM ST	Garfield	9
3602	Crosswalk - Two Lined	N GRAHAM ST	Garfield	9
3603	Crosswalk - Two Lined	GREENWOOD ST	Morningside	7
3604	Crosswalk - Two Lined	ALLEGHENY SQ E	Allegheny Center	1
3605	Crosswalk - Two Lined	LIBERTY BRG RAMP	Central Business District	6
3606	Crosswalk - Two Lined	ARVADA WAY	Perry South	6
3607	Crosswalk - Two Lined	ARVADA WAY	Perry South	6
3608	Crosswalk - Two Lined	E CARSON ST	South Shore	3
3609	Crosswalk - Two Lined	E CARSON ST	South Shore	3
3610	Crosswalk - Two Lined	E CARSON ST	South Shore	3
3611	Crosswalk - Two Lined	ARLINGTON AVE	South Shore	3
3612	Crosswalk - Two Lined	E WARRINGTON AVE	Allentown	3
3613	Crosswalk - Two Lined	ART ROONEY AVE	North Shore	1
3614	Crosswalk - Two Lined	MORNINGSIDE AVE	Morningside	7
3615	Crosswalk - Two Lined	ASHLEY ST	Larimer	9
3616	Crosswalk - Two Lined	MEADOW ST	Larimer	9
3617	Crosswalk - Two Lined	B ST	Central Business District	6
3618	Crosswalk - Two Lined	EVERGREEN RD	Perry North	1
3619	Crosswalk - Two Lined	BEECHWOOD BLVD	Greenfield	5
3620	Crosswalk - Two Lined	BEELER ST	Squirrel Hill North	8
3621	Crosswalk - Two Lined	BEELER ST	Squirrel Hill North	8
3622	Crosswalk - Two Lined	COMET WAY	Shadyside	8
3623	Crosswalk - Two Lined	COMET WAY	Shadyside	8
3624	Crosswalk - Two Lined	S DALLAS AVE	Homewood West	9
3625	Crosswalk - Two Lined	GREENWOOD ST	Morningside	7
3626	Crosswalk - Two Lined	MCCOMBS ST	Homewood West	9
3627	Crosswalk - Two Lined	EASTVIEW ST	Homewood West	9
3628	Crosswalk - Two Lined	OAKWOOD ST	Homewood South	9
3629	Crosswalk - Two Lined	OAKWOOD ST	Homewood South	9
3630	Crosswalk - Two Lined	BENNETT ST	East Hills	9
3631	Crosswalk - Two Lined	BENTLEY DR	Terrace Village	6
3632	Crosswalk - Two Lined	BENTLEY DR	Terrace Village	6
3633	Crosswalk - Continental	RIDGWAY ST	Upper Hill	6
3634	Crosswalk - Two Lined	LIBERTY AVE	Bloomfield	7
3635	Crosswalk - Two Lined	BOGGS AVE	Mount Washington	4
3636	Crosswalk - Ladder	22ND ST	Strip District	7
3637	Crosswalk - Two Lined	JANCEY ST	Morningside	7
3638	Crosswalk - Two Lined	BRACKENRIDGE ST	Terrace Village	6
3639	Crosswalk - Two Lined	BRADY ST	Bluff	6
3640	Crosswalk - Two Lined	WAVERLY ST	Point Breeze	9
3641	Crosswalk - Two Lined	WAVERLY ST	Point Breeze	9
3642	Crosswalk - Two Lined	EAST END AVE	Point Breeze	9
3643	Crosswalk - Two Lined	SAMPSONIA WAY	Central Northside	6
3644	Crosswalk - Two Lined	LARIMER AVE	East Liberty	9
3645	Crosswalk - Two Lined	BROOKSIDE AVE	Beechview	4
3646	Crosswalk - Two Lined	S 15TH ST	South Side Slopes	3
3647	Crosswalk - Two Lined	AMANDA ST	Knoxville	
3648	Crosswalk - Two Lined	GREENWOOD ST	Morningside	7
3649	Crosswalk - Two Lined	BROWNSVILLE RD	Mount Oliver Borough	
3650	Crosswalk - Two Lined	BROWNSVILLE RD	Knoxville	
3651	Crosswalk - Two Lined	SHERMAN ST	Mount Oliver Borough	
3652	Crosswalk - Two Lined	HAYS AVE	Mount Oliver Borough	
3653	Crosswalk - Two Lined	BAUSMAN ST	Knoxville	3
3654	Crosswalk - Two Lined	CLIFTON ST	Carrick	4
3655	Crosswalk - Two Lined	MARGARET ST	Mount Oliver Borough	
3656	Crosswalk - Two Lined	MADELINE ST	Carrick	4
3657	Crosswalk - Two Lined	SANKEY AVE		
3658	Crosswalk - Two Lined	ORMSBY ST	Mount Oliver Borough	
3659	Crosswalk - Two Lined	JANCEY ST	Morningside	7
3660	Crosswalk - Two Lined	CAPE MAY AVE	Beechview	4
3661	Crosswalk - Two Lined	CURRANHILL AVE	Beechview	4
3662	Crosswalk - Two Lined	CARNEGIE PL	Point Breeze North	9
3663	Crosswalk - Ladder	CEDAR AVE	Allegheny Center	1
3664	Crosswalk - Two Lined	CENTRAL AVE	Marshall-Shadeland	1
3665	Crosswalk - Two Lined	GROVE ST	Middle Hill	6
3666	Crosswalk - Two Lined	ESTELLA AVE	Beltzhoover	3
3667	Crosswalk - Two Lined	ESTELLA AVE	Beltzhoover	3
3668	Crosswalk - Two Lined	CHALFONT ST	Beltzhoover	3
3669	Crosswalk - Two Lined	GREENWOOD ST	Morningside	7
3670	Crosswalk - Two Lined	CHALFONT ST	Beltzhoover	3
3671	Crosswalk - Two Lined	N CHARLES ST	Perry South	6
3672	Crosswalk - Two Lined	CHISLETT ST	Morningside	7
3673	Crosswalk - Two Lined	CHISLETT ST	Morningside	7
3674	Crosswalk - Two Lined	HAMPTON ST	Morningside	7
3675	Crosswalk - Two Lined	HAMPTON ST	Morningside	7
3676	Crosswalk - Two Lined	CHURCHLAND ST	Lincoln-Lemington-Belmar	9
3677	Crosswalk - Two Lined	LINCOLN AVE	Lincoln-Lemington-Belmar	9
3678	Crosswalk - Two Lined	CHURCHVIEW AVE	Carrick	4
3679	Crosswalk - Brick and Markings	STRAWBERRY WAY	Central Business District	6
3680	Crosswalk - Two Lined	CHISLETT ST	Morningside	7
3681	Crosswalk - Two Lined	LOUISA ST	Central Oakland	3
3682	Crosswalk - Two Lined	SANDUSKY ST	Allegheny Center	1
3683	Crosswalk - Two Lined	CONCORDIA ST	Carrick	4
3684	Crosswalk - Two Lined	E CHERRYHILL ST	Carrick	4
3685	Crosswalk - Two Lined	TIOGA ST	Homewood South	9
3686	Crosswalk - Two Lined	CORA ST	Homewood South	9
3687	Crosswalk - Two Lined	SECOND AVE	Bluff	6
3688	Crosswalk - Two Lined	COWLEY ST	Troy Hill	1
3689	Crosswalk - Two Lined	CROSBY AVE	Beechview	4
3690	Crosswalk - Two Lined	WOODLOW ST	Crafton Heights	2
3691	Crosswalk - Two Lined	GREENWOOD ST	Morningside	7
3692	Crosswalk - Two Lined	SPENCER AVE	Carrick	4
3693	Crosswalk - Two Lined	CUSTER AVE	Carrick	4
3694	Crosswalk - Two Lined	CYPRESS ST	Bloomfield	7
3695	Crosswalk - Two Lined	CYPRESS ST	Bloomfield	7
3696	Crosswalk - Two Lined	OSCEOLA ST	Bloomfield	7
3697	Crosswalk - Two Lined	VICTORIA ST	West Oakland	8
3698	Crosswalk - Two Lined	DELRAY ST	Central Business District	6
3699	Crosswalk - Two Lined	DELRAY ST	Central Business District	6
3700	Crosswalk - Two Lined	DELRAY ST	Central Business District	6
3701	Crosswalk - Two Lined	DENNISTON ST	Shadyside	8
3702	Crosswalk - Two Lined	CHISLETT ST	Morningside	7
3703	Crosswalk - Two Lined	DENNISTON ST	Shadyside	8
3704	Crosswalk - Two Lined	KENTUCKY AVE	Shadyside	8
3705	Crosswalk - Two Lined	KENTUCKY AVE	Shadyside	8
3706	Crosswalk - Two Lined	DINWIDDIE ST	Crawford-Roberts	6
3707	Crosswalk - Two Lined	N DUNFERMLINE ST	Homewood South	9
3708	Crosswalk - Two Lined	EAST HILLS DR	East Hills	9
3709	Crosswalk - Two Lined	MARGARETTA ST	Garfield	9
3710	Crosswalk - Two Lined	PENN AVE	Shadyside	8
3711	Crosswalk - Continental	EDGEBROOK AVE	Carrick	4
3712	Crosswalk - Two Lined	EDGEBROOK AVE	Brookline	4
3713	Crosswalk - Continental	BUTLER ST	Morningside	7
3714	Crosswalk - Two Lined	W ELIZABETH ST	Hazelwood	5
3715	Crosswalk - Two Lined	LYTLE ST	Hazelwood	5
3716	Crosswalk - Two Lined	LYTLE ST	Hazelwood	5
3717	Crosswalk - Two Lined	PENN AVE	East Liberty	9
3718	Crosswalk - Two Lined	EULER WAY	Central Oakland	6
3719	Crosswalk - Two Lined	EULER WAY	South Oakland	6
3720	Crosswalk - Two Lined	HABERMAN AVE	Mount Washington	3
3721	Crosswalk - Two Lined	S EVALINE ST	Bloomfield	7
3722	Crosswalk - Two Lined	S EVALINE ST	Bloomfield	7
3723	Crosswalk - Continental	BAKER ST	Highland Park	7
3724	Crosswalk - Two Lined	HARRIET ST	Bloomfield	7
3725	Crosswalk - Two Lined	HARRIET ST	Bloomfield	7
3726	Crosswalk - Two Lined	EVERGREEN RD	Perry North	1
3727	Crosswalk - Two Lined	EVERGREEN RD	Summer Hill	1
3728	Crosswalk - Two Lined	FISHER ST	Mt. Oliver	3
3729	Crosswalk - Two Lined	RECTENWALD ST	Mt. Oliver	3
3730	Crosswalk - Two Lined	RECTENWALD ST	Mt. Oliver	3
3731	Crosswalk - Two Lined	COLTART AVE	Central Oakland	3
3732	Crosswalk - Two Lined	GIST ST	Bluff	6
3733	Crosswalk - Two Lined	GIST ST	Bluff	6
3734	Crosswalk - Continental	BUTLER ST	Morningside	7
3735	Crosswalk - Two Lined	JUMONVILLE ST	Bluff	6
3736	Crosswalk - Two Lined	JUMONVILLE ST	Bluff	6
3737	Crosswalk - Two Lined	MILTENBERGER ST	Bluff	6
3738	Crosswalk - Two Lined	MILTENBERGER ST	Bluff	6
3739	Crosswalk - Two Lined	SCRIP WAY	Central Business District	6
3740	Crosswalk - Two Lined	TENTH ST	Central Business District	6
3741	Crosswalk - Two Lined	TENTH ST	Central Business District	6
3742	Crosswalk - Two Lined	10TH ST BYP	Central Business District	6
3743	Crosswalk - Two Lined	FORT PITT BLVD	Central Business District	6
3744	Crosswalk - Two Lined	I-376 RAMP	Central Business District	6
3745	Crosswalk - Ladder	PENN AVE	Strip District	7
3746	Crosswalk - Continental	BUTLER ST	Highland Park	7
3747	Crosswalk - Two Lined	FORT PITT BLVD RAMP	Central Business District	6
3748	Crosswalk - Two Lined	FORT PITT BLVD RAMP	Central Business District	6
3749	Crosswalk - Two Lined	FERN ST	Garfield	9
3750	Crosswalk - Two Lined	FERN ST	Garfield	9
3751	Crosswalk - Two Lined	FERN ST	Garfield	9
3752	Crosswalk - Two Lined	FRANKSTOWN AVE		
3753	Crosswalk - Two Lined	FREEPORT RD	Lincoln-Lemington-Belmar	9
3754	Crosswalk - Two Lined	WATERWORKS MALL ENTR	Lincoln-Lemington-Belmar	9
3755	Crosswalk - Two Lined	WATERWORKS MALL ENTR	Lincoln-Lemington-Belmar	9
3756	Crosswalk - Ladder	FREEPORT RD	Lincoln-Lemington-Belmar	9
3757	Crosswalk - Two Lined	RESERVOIR DR	Highland Park	7
3758	Crosswalk - Ladder	FREEPORT RD	Lincoln-Lemington-Belmar	9
3759	Crosswalk - Ladder	FREEPORT RD	Lincoln-Lemington-Belmar	9
3760	Crosswalk - Ladder	FREEPORT RD	Lincoln-Lemington-Belmar	9
3761	Crosswalk - Continental	LOWRIE ST	Troy Hill	1
3762	Crosswalk - Continental	LOWRIE ST	Troy Hill	1
